1.1 2.6397454182239763 0.11703255247087663
2.1 2.7050621155059758 0.051715855188877224
3.1 2.730631232990169 0.026146737704683787
4.1 2.7431375180328357 0.0136404526620173
5.1 2.749312373776755 0.007465596918097894
6.1 2.752188162751954 0.004589807942898982
7.1 2.7534414128372964 0.003336557857556599
8.1 2.753925931530018 0.0028520391648347854
9.1 2.7540513985001605 0.0027265721946925225
10.1 2.754024155633401 0.002753815061451892
11.1 2.7539422063883063 0.00283576430654664
12.1 2.75385097462647 0.00292699606838287
13.1 2.7537700849303386 0.003007885764514384
14.1 2.7537067233400436 0.0030712473548093477
15.1 2.753662205057201 0.003115765637652146
16.1 2.753635265162593 0.0031427055322601483
17.1 2.7536236545011 0.0031543161937528374
18.1 2.7536249074826005 0.003153063212252505
19.1 2.753636687002273 0.0031412836925799326
20.1 2.753656921459691 0.003121049235161877
21.1 2.753683839871776 0.0030941308230771902
22.1 2.753715960533271 0.0030620101615821405
23.1 2.753752060503274 0.003025910191579051
24.1 2.753791139521533 0.0029868311733198816
25.1 2.7538323846698507 0.002945586025002278
