1.5 59.09676471071875 59.11223426667473 0.015469555955981207
3.5 59.09676471071875 59.14270272768217 0.045938016963418704
5.5 59.09676471071875 59.12925811962726 0.032493408908507604
7.5 59.09676471071875 59.11537311125839 0.018608400539640968
9.5 59.09676471071875 59.107595341123094 0.0108306304043424
11.5 59.09676471071875 59.103304230848686 0.006539520129933862
13.5 59.09676471071875 59.10079015310647 0.004025442387721512
15.5 59.09676471071875 59.099220575135654 0.0024558644169019317
17.5 59.09676471071875 59.098185404654785 0.0014206939360335014
19.5 59.09676471071875 59.09747092999386 0.0007062192751092766
21.5 59.09676471071875 59.09695894264482 0.0001942319260663794
#23.5 59.09676471071875 59.09658043525055 0.00018427546820021234
#25.25 59.09676471071875 59.09564695745814 0.00111775326
